Date,Open,High,Low,Close,Adj Close,Volume
2023-01-02,179500.0,180000.0,176000.0,179500.0,179500.0,438162
2023-01-03,177000.0,179500.0,173500.0,178500.0,178500.0,573137
2023-01-04,177000.0,183500.0,177000.0,182500.0,182500.0,792920
2023-01-05,184500.0,190000.0,184000.0,186000.0,186000.0,1107483
2023-01-06,185500.0,187000.0,182500.0,185000.0,185000.0,741129
2023-01-09,189500.0,196500.0,189000.0,196500.0,196500.0,1115201
2023-01-10,193000.0,196000.0,190500.0,193000.0,193000.0,839225
2023-01-11,197500.0,200500.0,194500.0,195000.0,195000.0,1030650
2023-01-12,198000.0,199000.0,194000.0,194000.0,194000.0,797343
2023-01-13,196000.0,200500.0,195000.0,195000.0,195000.0,869459
2023-01-16,197000.0,201000.0,195000.0,200500.0,200500.0,846276
2023-01-17,201000.0,201000.0,193500.0,193500.0,193500.0,976576
2023-01-18,194000.0,196000.0,193000.0,195500.0,195500.0,518929
2023-01-19,194000.0,196500.0,192500.0,196000.0,196000.0,475600
2023-01-20,195500.0,201000.0,195000.0,196000.0,196000.0,787881
2023-01-25,200500.0,203500.0,199600.0,202000.0,202000.0,4625
2023-01-26,202500.0,204000.0,199900.0,202000.0,202000.0,5156
2023-01-27,204500.0,211500.0,202000.0,211500.0,211500.0,6621
2023-01-30,212000.0,214000.0,206500.0,207000.0,207000.0,4949
2023-01-31,206000.0,208500.0,202000.0,207000.0,207000.0,3824
2023-02-01,204500.0,208500.0,202500.0,205500.0,205500.0,2827
2023-02-02,213000.0,213500.0,210500.0,205500.0,205500.0,20981
2023-02-03,214000.0,225500.0,210500.0,211500.0,211500.0,11490
2023-02-06,221000.0,224500.0,215500.0,215500.0,215500.0,12489
2023-02-07,216000.0,220500.0,215000.0,219500.0,219500.0,6245
2023-02-08,224500.0,232000.0,224000.0,230500.0,230500.0,9889
2023-02-09,224500.0,230500.0,224000.0,230000.0,230000.0,8793
2023-02-10,226000.0,230500.0,222000.0,230000.0,230000.0,6957
2023-02-13,231000.0,231000.0,220500.0,223000.0,223000.0,7040
2023-02-14,226500.0,228500.0,223000.0,224000.0,224000.0,4249
2023-02-15,224500.0,224500.0,215000.0,215500.0,215500.0,10250
2023-02-16,218000.0,222500.0,218000.0,220500.0,220500.0,2933
2023-02-17,216000.0,219000.0,212000.0,215500.0,215500.0,4039
2023-02-20,215500.0,220000.0,213500.0,219000.0,219000.0,2145
2023-02-21,220500.0,220500.0,215000.0,215500.0,215500.0,6766
2023-02-22,211500.0,213500.0,210500.0,211500.0,211500.0,4098
2023-02-23,212000.0,214500.0,211000.0,213500.0,213500.0,4285
2023-02-24,213500.0,214000.0,207000.0,208000.0,208000.0,6114
2023-02-27,204000.0,209000.0,204000.0,208000.0,208000.0,930467
2023-02-28,209500.0,212000.0,207500.0,208500.0,208500.0,848323
2023-03-02,207500.0,209500.0,205000.0,206000.0,206000.0,817689
2023-03-03,207500.0,210500.0,205500.0,205500.0,205500.0,729689
2023-03-06,208500.0,214500.0,208500.0,214500.0,214500.0,1052243
2023-03-07,214000.0,214500.0,210500.0,211000.0,211000.0,640146
2023-03-08,208500.0,209000.0,202000.0,202500.0,202500.0,1027023
2023-03-09,204500.0,206000.0,202000.0,202000.0,202000.0,760330
2023-03-10,198000.0,201000.0,197800.0,199800.0,199800.0,854741
2023-03-13,199800.0,203000.0,194600.0,202500.0,202500.0,1035513
2023-03-14,200000.0,202000.0,196000.0,196000.0,196000.0,776395
2023-03-15,200000.0,201000.0,194500.0,196400.0,196400.0,838555
2023-03-16,193600.0,198400.0,192100.0,197100.0,197100.0,708127
2023-03-17,201000.0,202000.0,197200.0,198000.0,198000.0,778496
2023-03-20,198000.0,204000.0,198000.0,201500.0,201500.0,602589
2023-03-21,202500.0,203500.0,200000.0,200500.0,200500.0,403322
2023-03-22,203500.0,207500.0,203000.0,207000.0,207000.0,655503
2023-03-23,204000.0,205000.0,202000.0,204000.0,204000.0,607503
2023-03-24,204500.0,204500.0,200500.0,202500.0,202500.0,599102
2023-03-27,201500.0,202000.0,198200.0,199300.0,199300.0,611569
2023-03-28,199600.0,201000.0,197800.0,199500.0,199500.0,586388
2023-03-29,198000.0,201000.0,198000.0,199100.0,199100.0,442034
2023-03-30,200500.0,201000.0,198100.0,201000.0,201000.0,788108
2023-03-31,203500.0,203500.0,199100.0,202000.0,202000.0,937726
2023-04-03,203500.0,204500.0,198100.0,198200.0,198200.0,794745
2023-04-04,198200.0,201000.0,198100.0,201000.0,201000.0,575220
2023-04-05,201000.0,202500.0,199100.0,199200.0,199200.0,485125
2023-04-06,198200.0,198300.0,191900.0,191900.0,191900.0,1409355
2023-04-07,193000.0,195400.0,192900.0,193400.0,193400.0,531141
2023-04-10,193300.0,193700.0,190500.0,193000.0,193000.0,783772
2023-04-11,193300.0,200000.0,193300.0,199900.0,199900.0,1137837
2023-04-12,199300.0,200500.0,196900.0,198000.0,198000.0,700638
2023-04-13,196200.0,198800.0,195600.0,196400.0,196400.0,727674
2023-04-14,198700.0,200500.0,197000.0,199000.0,199000.0,964852
2023-04-17,199000.0,199300.0,196300.0,197000.0,197000.0,556371
2023-04-18,196100.0,196900.0,191500.0,192800.0,192800.0,1022386
2023-04-19,192400.0,192500.0,191400.0,191400.0,191400.0,612192
2023-04-20,191600.0,192700.0,189900.0,191600.0,191600.0,581315
2023-04-21,191500.0,192100.0,190100.0,190300.0,190300.0,479007
2023-04-24,189000.0,191800.0,188500.0,190000.0,190000.0,469050
2023-04-25,190000.0,191200.0,186000.0,186100.0,186100.0,778485
2023-04-26,185800.0,190900.0,185700.0,188100.0,188100.0,671910
2023-04-27,188000.0,189400.0,186500.0,188200.0,188200.0,470891
2023-04-28,190000.0,193400.0,190000.0,192300.0,192300.0,902999
2023-05-02,192200.0,193200.0,191400.0,193200.0,193200.0,491178
2023-05-03,191800.0,193400.0,191300.0,192600.0,192600.0,448203
2023-05-04,191100.0,197300.0,189000.0,196100.0,196100.0,900385
2023-05-08,200500.0,207500.0,198200.0,207000.0,207000.0,2034862
2023-05-09,209000.0,214500.0,208500.0,211000.0,211000.0,1855368
2023-05-10,211000.0,212500.0,206500.0,210000.0,210000.0,763447
2023-05-11,213000.0,216000.0,210500.0,211000.0,211000.0,825757
2023-05-12,212000.0,214000.0,210000.0,213500.0,213500.0,666880
2023-05-15,212000.0,213500.0,207500.0,212000.0,212000.0,584184
2023-05-16,212500.0,213500.0,207000.0,207500.0,207500.0,528940
2023-05-17,207500.0,214000.0,207500.0,213000.0,213000.0,538104
2023-05-18,213500.0,214000.0,210000.0,212500.0,212500.0,378470
2023-05-19,214000.0,217000.0,212500.0,216500.0,216500.0,870698
2023-05-22,215500.0,218000.0,214000.0,215000.0,215000.0,534887
2023-05-23,215500.0,216000.0,211500.0,212000.0,212000.0,550247
2023-05-24,208000.0,209500.0,202500.0,203000.0,203000.0,1210194
2023-05-25,202500.0,207500.0,202500.0,206000.0,206000.0,791642
2023-05-26,204500.0,207000.0,202500.0,202500.0,202500.0,505880
2023-05-30,205000.0,205000.0,200500.0,201500.0,201500.0,609318
2023-05-31,201500.0,203000.0,199100.0,199500.0,199500.0,993582
2023-06-01,199900.0,204000.0,199900.0,204000.0,204000.0,547388
2023-06-02,204500.0,205000.0,202500.0,204500.0,204500.0,405330
2023-06-05,205500.0,206500.0,204000.0,204500.0,204500.0,428762
2023-06-07,206500.0,208000.0,204000.0,205000.0,205000.0,553505
2023-06-08,203000.0,203500.0,200000.0,200500.0,200500.0,717690
2023-06-09,202000.0,205000.0,200500.0,200500.0,200500.0,546093
2023-06-12,202500.0,203500.0,199700.0,200500.0,200500.0,417698
2023-06-13,202000.0,203000.0,199600.0,201000.0,201000.0,565013
2023-06-14,201000.0,202000.0,198300.0,199200.0,199200.0,666340
2023-06-15,200000.0,202500.0,199900.0,200500.0,200500.0,557684
2023-06-16,202500.0,204500.0,202000.0,202500.0,202500.0,751013
2023-06-19,202500.0,202500.0,198500.0,198600.0,198600.0,669785
2023-06-20,199500.0,201000.0,197900.0,198500.0,198500.0,437974
2023-06-21,199100.0,199200.0,189900.0,189900.0,189900.0,1358963
2023-06-22,189400.0,193200.0,189300.0,191300.0,191300.0,580244
2023-06-23,191500.0,192000.0,188900.0,188900.0,188900.0,689964
2023-06-26,187700.0,191200.0,187600.0,188900.0,188900.0,489487
2023-06-27,188000.0,188000.0,184100.0,185900.0,185900.0,877288
2023-06-28,187500.0,188100.0,182800.0,184800.0,184800.0,717140
2023-06-29,183800.0,186200.0,183400.0,183400.0,183400.0,578195
2023-06-30,183300.0,184500.0,180600.0,182800.0,182800.0,683584
2023-07-03,182800.0,190600.0,182800.0,189300.0,189300.0,869777
2023-07-04,188200.0,190200.0,186700.0,188700.0,188700.0,491576
2023-07-05,188000.0,190200.0,186500.0,186500.0,186500.0,686759
2023-07-06,185500.0,196200.0,185500.0,195500.0,195500.0,1503767
2023-07-07,195600.0,197300.0,193800.0,195000.0,195000.0,832803
2023-07-10,195000.0,196300.0,192700.0,193200.0,193200.0,509523
2023-07-11,196700.0,197600.0,194600.0,197400.0,197400.0,524208
2023-07-12,197400.0,202500.0,195700.0,202000.0,202000.0,865666
2023-07-13,204500.0,206500.0,199500.0,199700.0,199700.0,941626
2023-07-14,202000.0,204500.0,200500.0,204500.0,204500.0,739825
2023-07-17,206000.0,207000.0,202500.0,206500.0,206500.0,705819
2023-07-18,205500.0,209500.0,204500.0,209000.0,209000.0,803341
2023-07-19,209500.0,209500.0,204500.0,204500.0,204500.0,687227
2023-07-20,202500.0,208500.0,202500.0,204500.0,204500.0,578731
2023-07-21,202500.0,206500.0,200500.0,206000.0,206000.0,629745
2023-07-24,205500.0,206500.0,201500.0,203000.0,203000.0,662414
2023-07-25,202000.0,203500.0,199300.0,201000.0,201000.0,661241
2023-07-26,201500.0,202500.0,194900.0,197700.0,197700.0,1068784
2023-07-27,197500.0,212000.0,197000.0,211500.0,211500.0,1442727
2023-07-28,211500.0,212500.0,206000.0,211000.0,211000.0,952122
2023-07-31,214500.0,228000.0,212500.0,227000.0,227000.0,2725703
2023-08-01,232500.0,239500.0,230500.0,233000.0,233000.0,3102468
2023-08-02,235000.0,235000.0,226000.0,227500.0,227500.0,1388773
2023-08-03,226500.0,227500.0,219000.0,223000.0,223000.0,1430439
