Date,Open,High,Low,Close,Adj Close,Volume
2023-03-22,61700.0,62900.0,61300.0,62700.0,62700.0,2243729
2023-03-23,61800.0,62000.0,60800.0,61600.0,61600.0,1685484
2023-03-24,61600.0,61900.0,60900.0,61400.0,61400.0,1323550
2023-03-27,61500.0,61800.0,59800.0,60700.0,60700.0,1490567
2023-03-28,60600.0,61000.0,59900.0,60700.0,60700.0,1326335
2023-03-29,60800.0,61400.0,60100.0,60400.0,60400.0,1144119
2023-03-30,60800.0,60900.0,59900.0,60100.0,60100.0,1707493
2023-03-31,60600.0,61200.0,60000.0,61100.0,61100.0,1745559
2023-04-03,61400.0,61600.0,59900.0,60200.0,60200.0,1683150
2023-04-04,60200.0,60800.0,59800.0,60700.0,60700.0,1380518
2023-04-05,60500.0,61200.0,60200.0,60500.0,60500.0,1227329
2023-04-06,60100.0,60100.0,58500.0,58600.0,58600.0,2659408
2023-04-07,58600.0,59200.0,58100.0,58600.0,58600.0,1650319
2023-04-10,58300.0,58400.0,57100.0,58100.0,58100.0,2103339
2023-04-11,58100.0,60000.0,57500.0,59300.0,59300.0,2184527
2023-04-12,59200.0,59300.0,58500.0,58700.0,58700.0,1486194
2023-04-13,58500.0,59600.0,58400.0,59500.0,59500.0,1591961
2023-04-14,60100.0,61000.0,59400.0,60500.0,60500.0,2464952
2023-04-17,60200.0,60700.0,59600.0,60100.0,60100.0,1450046
2023-04-18,60200.0,60800.0,58900.0,59000.0,59000.0,1731564
2023-04-19,59000.0,59100.0,58500.0,58600.0,58600.0,1086274
2023-04-20,58500.0,58700.0,57800.0,57900.0,57900.0,1342600
2023-04-21,57700.0,58200.0,57200.0,57900.0,57900.0,1212125
2023-04-24,57300.0,57800.0,57100.0,57200.0,57200.0,961915
2023-04-25,57000.0,57900.0,55700.0,56000.0,56000.0,1791028
2023-04-26,55600.0,57200.0,55600.0,56500.0,56500.0,1452179
2023-04-27,56200.0,56300.0,55300.0,55800.0,55800.0,1311670
2023-04-28,56400.0,59100.0,56300.0,58100.0,58100.0,3124682
2023-05-02,58200.0,58600.0,57700.0,58500.0,58500.0,1124552
2023-05-03,58000.0,58900.0,57800.0,58300.0,58300.0,1047114
2023-05-04,57200.0,57500.0,56000.0,57200.0,57200.0,2288474
2023-05-08,57500.0,58200.0,57100.0,57700.0,57700.0,1821528
2023-05-09,57800.0,58700.0,57300.0,57500.0,57500.0,1412568
2023-05-10,57100.0,57300.0,56300.0,56500.0,56500.0,1364811
2023-05-11,56400.0,57100.0,56000.0,56000.0,56000.0,1190339
2023-05-12,56200.0,57200.0,55600.0,56600.0,56600.0,1236080
2023-05-15,56500.0,57000.0,56100.0,56800.0,56800.0,879909
2023-05-16,56700.0,57400.0,56000.0,56100.0,56100.0,922948
2023-05-17,55900.0,58800.0,55600.0,57700.0,57700.0,2035175
2023-05-18,58200.0,58400.0,56800.0,57200.0,57200.0,1112295
2023-05-19,57400.0,58200.0,57200.0,57900.0,57900.0,1375866
2023-05-22,57900.0,58100.0,57600.0,57900.0,57900.0,985462
2023-05-23,58100.0,58200.0,57600.0,58000.0,58000.0,1015317
2023-05-24,57500.0,57600.0,56700.0,56800.0,56800.0,1258754
2023-05-25,56600.0,57000.0,56300.0,56700.0,56700.0,1177829
2023-05-26,56400.0,57000.0,56400.0,56600.0,56600.0,709988
2023-05-30,57000.0,57100.0,56400.0,56800.0,56800.0,1155964
2023-05-31,56500.0,56900.0,56100.0,56200.0,56200.0,1992398
2023-06-01,56300.0,56600.0,56000.0,56100.0,56100.0,1004709
2023-06-02,56300.0,57500.0,56000.0,57200.0,57200.0,1677624
2023-06-05,57600.0,57900.0,57000.0,57100.0,57100.0,1035494
2023-06-07,57700.0,58000.0,57300.0,57400.0,57400.0,1012086
2023-06-08,57000.0,57000.0,56300.0,56500.0,56500.0,1734613
2023-06-09,56800.0,57200.0,56300.0,56400.0,56400.0,1732451
2023-06-12,56900.0,57200.0,56400.0,56600.0,56600.0,867990
2023-06-13,57000.0,57100.0,56200.0,56400.0,56400.0,1101921
2023-06-14,56400.0,56600.0,55300.0,55700.0,55700.0,2051297
2023-06-15,55700.0,56100.0,53700.0,53900.0,53900.0,2719928
2023-06-16,54300.0,54600.0,53400.0,53600.0,53600.0,1745708
2023-06-19,53400.0,53400.0,52000.0,52500.0,52500.0,2131119
2023-06-20,52400.0,52900.0,51500.0,51700.0,51700.0,1767021
2023-06-21,51700.0,52000.0,50300.0,50500.0,50500.0,2027881
2023-06-22,50200.0,51100.0,50100.0,50300.0,50300.0,1336297
2023-06-23,50200.0,50500.0,49550.0,49700.0,49700.0,1755166
2023-06-26,49000.0,50300.0,48600.0,50000.0,50000.0,1872956
2023-06-27,50000.0,50100.0,49350.0,49350.0,49350.0,1333727
2023-06-28,49700.0,49750.0,48500.0,49000.0,49000.0,1659730
2023-06-29,49000.0,49800.0,48700.0,49000.0,49000.0,1287518
2023-06-30,48850.0,49700.0,48400.0,49100.0,49100.0,1268925
2023-07-03,49300.0,51000.0,49300.0,51000.0,51000.0,1691513
2023-07-04,50900.0,51000.0,49900.0,49950.0,49950.0,1445459
2023-07-05,49950.0,50400.0,48800.0,48850.0,48850.0,2700066
2023-07-06,48850.0,51500.0,48700.0,50900.0,50900.0,3139685
2023-07-07,50600.0,51200.0,49750.0,49850.0,49850.0,1974639
2023-07-10,49850.0,50300.0,49450.0,49850.0,49850.0,1068139
2023-07-11,50100.0,51000.0,50000.0,50700.0,50700.0,1212718
2023-07-12,50700.0,51800.0,50200.0,51600.0,51600.0,1658795
2023-07-13,52000.0,52600.0,51700.0,51900.0,51900.0,1955527
2023-07-14,52300.0,52800.0,51600.0,52800.0,52800.0,1900674
2023-07-17,52400.0,53200.0,52200.0,52700.0,52700.0,1411212
2023-07-18,52700.0,52700.0,51400.0,51800.0,51800.0,1486148
2023-07-19,51800.0,51800.0,50100.0,50400.0,50400.0,1674191
2023-07-20,50100.0,51100.0,50100.0,50500.0,50500.0,1150775
2023-07-21,50000.0,50800.0,49750.0,50600.0,50600.0,1203404
2023-07-24,50100.0,50300.0,49400.0,49850.0,49850.0,1943708
2023-07-25,49600.0,49800.0,48800.0,48850.0,48850.0,1788062
2023-07-26,48800.0,48800.0,46650.0,47800.0,47800.0,3798977
2023-07-27,47500.0,50600.0,47500.0,50600.0,50600.0,2861543
2023-07-28,50200.0,51400.0,49600.0,50600.0,50600.0,1539813
2023-07-31,50900.0,51800.0,50000.0,51300.0,51300.0,2204300
2023-08-01,51800.0,55300.0,51800.0,54900.0,54900.0,7074120
2023-08-02,55100.0,55100.0,52300.0,53200.0,53200.0,2936126
2023-08-03,52800.0,53800.0,52300.0,53300.0,53300.0,2146867
